ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF194K01SN6,IDFC280,GR,OMF,7.5,21.31
INF194K01SO4,IDFC281,DP,OMF,7.5,11.51
INF194K012D2,IDFC281R,DR,OMF,7.5,11.51
INF194K017M2,IDFC283R,DR,OMF,7.5,10.68
INF194K014M9,IDFC284,DP,OMF,7.5,10.62
INF194K015M6,IDFC285,DP,OMF,7.5,11.21
INF194KA1RW6,IDFC295,DP,GMF,10,14.16
INF194KA1RX4,IDFC295R,DR,GMF,10,14.16
INF194KA1UE8,IDFC299,GR,OMF,7.5,19.33
INF194KA1UF5,IDFC300,DP,OMF,7.5,13.28
INF194KA1UG3,IDFC300R,DR,OMF,7.5,13.28
INF194KA1L81,IDFC303,GR,OMF,7.5,16.58
INF194KA1U15,IDFC311,GR,OMF,7.5,18.62
INF194KA1U23,IDFC312,DP,OMF,7.5,15.76
INF194KA1U31,IDFC312R,DR,OMF,7.5,15.76
INF194KA1W39,IDFC313,GR,OMF,7.5,14.36
INF194KA10Q8,IDFC327,GR,OMF,7.5,13.24
INF194KA13Q2,IDFC330,DR,OMF,7.5,10.05
INF194KA15Q7,IDFC331,DP,OMF,7.5,10.06
INF194KA16Q5,IDFC331R,DR,OMF,7.5,10.06
INF194K01SE5,IDFC51,GR,OMF,7.5,37.80
INF194K01FU8,IDFC65,GR,OMF,7.5,33.54
INF194K01FV6,IDFC66,DR,OMF,7.5,10.10
INF194K01GB6,IDFC67,DR,OMF,7.5,10.12
INF194K01FZ7,IDFC68,DP,OMF,7.5,10.12
INF194K01FY0,IDFC68R,DR,OMF,7.5,10.12
INF194K01QG4,IDFC82,GR,OMF,7.5,29.30
INF194K01DZ2,IDFC86,GR,GMF,10,30.15
INF194KA1JC5,IDFCBPDF,DP,OMF,7.5,10.88
INF194KA18K4,IDFCBSTPQ,DP,OMF,7.5,10.45
INF194KA13K5,IDFCBSTPRQ,DP,OMF,7.5,10.54
INF194KA1X61,IDFCCOFDG,GR,OMF,7.5,15.28
INF194K01V89,IDFCD201,GR,OMF,7.5,93.34
INF194K01V97,IDFCD202,DP,OMF,7.5,28.03
INF194K01W62,IDFCD203,GR,OMF,7.5,159.12
INF194K01W70,IDFCD204,DP,OMF,7.5,43.82
INF194K01W21,IDFCD205,GR,OMF,7.5,67.58
INF194K01W39,IDFCD206,DP,OMF,7.5,28.31
INF194K01Z44,IDFCD207,GR,OMF,7.5,61.29
INF194K01Z51,IDFCD208,DP,OMF,7.5,25.22
INF194K01Y60,IDFCD209,GR,OMF,7.5,30.15
INF194K01Y78,IDFCD210,DP,OMF,7.5,13.85
INF194K01Z85,IDFCD215,GR,OMF,7.5,117.12
INF194K01Z93,IDFCD216,DP,OMF,7.5,44.22
INF194K01Z02,IDFCD217,GR,OMF,7.5,29.02
INF194K01Z10,IDFCD218,DP,OMF,7.5,15.49
INF194K01Y29,IDFCD223,GR,OMF,7.5,127.39
INF194K01Y37,IDFCD224,DP,OMF,7.5,38.52
INF194K019A3,IDFCD239,GR,OMF,7.5,33.53
INF194K012B6,IDFCD241,GR,OMF,7.5,36.43
INF194K015B9,IDFCD243,GR,OMF,7.5,29.79
INF194K012A8,IDFCD257,GR,OMF,7.5,42.18
INF194K013A6,IDFCD258,DP,OMF,7.5,38.34
INF194K014A4,IDFCD258,DR,OMF,7.5,38.34
INF194K01X46,IDFCD265,GR,OMF,7.5,34.02
INF194K01X53,IDFCD266,DP,OMF,7.5,30.32
INF194K01X61,IDFCD266,DR,OMF,7.5,30.32
INF194K015G8,IDFCD280,GR,OMF,7.5,21.81
INF194KA1TD2,IDFCD291,DP,OMF,7.5,11.13
INF194KA1TE0,IDFCD291R,DR,OMF,7.5,11.13
INF194KA1UH1,IDFCD299,GR,OMF,7.5,21.77
INF194KA1UI9,IDFCD300,DP,OMF,7.5,14.86
INF194KA1UJ7,IDFCD300R,DR,OMF,7.5,14.86
INF194KA1YG5,IDFCD301,DP,OMF,7.5,12.19
INF194KA1YH3,IDFCD301R,DR,OMF,7.5,12.19
INF194K01U72,IDFCD51,GR,OMF,7.5,39.45
INF194K01J77,IDFCD65,GR,OMF,7.5,34.19
INF194K01J85,IDFCD66,DR,OMF,7.5,10.11
INF194K01K33,IDFCD67,DR,OMF,7.5,10.11
INF194K01N63,IDFCD82,GR,OMF,7.5,32.01
INF194K01Q29,IDFCD86,GR,GMF,10,32.19
INF194K01I78,IDFCDFCCD,DR,GMF,10,1001.67
INF194K01I60,IDFCDFCCG,GR,GMF,10,2771.76
INF194K01M80,IDFCDFRG,GR,GMF,10,37.66
INF194K01P38,IDFCDGSG,GR,GMF,10,39.17
INF194K01S50,IDFCDMTG,GR,OMF,7.5,42.63
INF194K01QI0,IDFCDQB,DP,OMF,7.5,11.26
INF194K01QH2,IDFCDQBR,DR,OMF,7.5,11.26
INF194K01R51,IDFCDSSG,GR,OMF,7.5,61.56
INF194K01U07,IDFCDSTG,GR,OMF,7.5,52.15
INF194KB1AL4,IDFCEBFDG,GR,OMF,7.5,26.14
INF194KB1AM2,IDFCEBFDP,DP,OMF,7.5,22.41
INF194KB1AK6,IDFCEBFRD,DP,OMF,7.5,21.13
INF194KB1AJ8,IDFCEBFRG,GR,OMF,7.5,24.64
INF194K01VY7,IDFCFCCD,DR,GMF,10,1001.08
INF194K01VX9,IDFCFCCG,GR,GMF,10,2752.20
INF194K01WF4,IDFCFCCM,DP,GMF,10,1002.42
INF194K01WE7,IDFCFCCMR,DR,GMF,10,1002.42
INF194K01WH0,IDFCFCCW,DR,GMF,10,1001.76
INF194KB1BA5,IDFCFRFDG,GR,OMF,7.5,11.22
INF194KB1AP5,IDFCFRFRG,GR,OMF,7.5,11.09
INF194K01LJ9,IDFCFRG,GR,GMF,10,35.15
INF194K01LO9,IDFCFRM,DP,GMF,10,10.27
INF194K01LN1,IDFCFRMR,DR,GMF,10,10.27
INF194K01LQ4,IDFCFRW,DR,GMF,10,10.13
INF194K01LK7,IDFCGFRD,DP,GMF,10,10.10
INF194K01EH8,IDFCGQB,DP,GMF,10,11.53
INF194K01EG0,IDFCGQBR,DR,GMF,10,11.53
INF194K01FA0,IDFCGSG,GR,GMF,10,38.70
INF194KA1U56,IDFCHEFDG,GR,OMF,7.5,20.48
INF194KB1CL0,IDFCMCFDG,GR,OMF,7.5,12.23
INF194KB1CI6,IDFCMCFRG,GR,OMF,7.5,11.90
INF194KB1CJ4,IDFCMCFRP,DP,OMF,7.5,11.90
INF194KB1CK2,IDFCMCFRR,DR,OMF,7.5,11.90
INF194K01JU0,IDFCMTG,GR,OMF,7.5,39.67
INF194K01KC6,IDFCMTM,DP,OMF,7.5,10.24
INF194K01KB8,IDFCMTMR,DR,OMF,7.5,10.24
INF194KB1314,IDFCONF,GR,GMF,10,1211.26
INF194KB1447,IDFCONFDG,GR,GMF,10,1217.36
INF194KB1348,IDFCONFRDD,DP,GMF,10,1000.00
INF194K01IT4,IDFCSSD,DP,OMF,7.5,11.89
INF194K01IS6,IDFCSSDR,DR,OMF,7.5,11.89
INF194K01IL1,IDFCSSG,GR,OMF,7.5,57.01
INF194K01HH1,IDFCSTD,DP,OMF,7.5,10.37
INF194K01HG3,IDFCSTDR,DR,OMF,7.5,10.37
INF194K01HK5,IDFCSTF,DP,OMF,7.5,10.43
INF194K01HJ7,IDFCSTF,DR,OMF,7.5,10.43
INF194K01HF5,IDFCSTG,GR,OMF,7.5,49.17
INF194KA19R7,IDFCUSTFDD,DP,OMF,7.5,10.04
INF194KA16R3,IDFCUSTFDG,GR,OMF,7.5,13.35
INF397L01KB5,IDFEDP,DP,OMF,7.5,16.64
INF397L01KC3,IDFEDP,DR,OMF,7.5,16.64
INF397L01KA7,IDFEG1,GR,OMF,7.5,17.94
INF397L01KE9,IDFEGP,GR,OMF,7.5,16.64
INF397L01KF6,IDFSDP,DP,OMF,7.5,15.12
INF397L01KG4,IDFSDP,DR,OMF,7.5,15.12
INF397L01KM2,IDFSG1,GR,OMF,7.5,16.15
INF397L01KI0,IDFSGP,GR,OMF,7.5,15.12
INF194KB1EH4,IDG26DG,GR,GMF,10,10.59
INF194KB1EK8,IDG26RG,GR,GMF,10,10.57
INF194KB1EN2,IDG32DG,GR,OMF,7.5,10.55
INF194KB1EQ5,IDG32RG,GR,OMF,7.5,10.54
INF397L01BU4,IDGFG1,GR,OMF,7.5,16.55
INF194KB1BL2,IDGIF2027G,GR,GMF,10,11.10
INF194KB1BS7,IDGIF2028G,GR,GMF,10,11.14
INF397L01BW0,IDIED1D,DP,OMF,7.5,29.88
INF397L01BX8,IDIED1R,DR,OMF,7.5,29.88
INF397L01836,IDIEFDP,DP,OMF,7.5,25.87
INF397L01844,IDIEFDR,DR,OMF,7.5,25.87
INF397L01869,IDIEFG,GR,OMF,7.5,43.60
INF397L01BV2,IDIEG1,GR,OMF,7.5,48.96
INF397L01AI1,IDLFD1R,DR,GMF,10,1002.35
INF397L01AH3,IDLFG1,GR,GMF,10,2468.04
INF397L01AK7,IDLFM1D,DP,GMF,10,1004.84
INF397L01AJ9,IDLFM1R,DR,GMF,10,1004.84
INF397L01KN0,IDLVDP,DP,OMF,7.5,17.43
INF397L01KU5,IDLVG1,GR,OMF,7.5,18.36
INF397L01KQ3,IDLVGP,GR,OMF,7.5,17.43
INF397L01JL6,IDMCDP,DP,OMF,7.5,17.45
INF397L01JM4,IDMCDP,DR,OMF,7.5,17.45
INF397L01JK8,IDMCG1,GR,OMF,7.5,20.38
INF397L01JO0,IDMCGP,GR,OMF,7.5,18.60
INF397L01AZ5,IDMIG1,GR,OMF,7.5,24.58
INF397L01AN1,IDNID1D,DP,OMF,7.5,37.12
INF397L01AO9,IDNID1R,DR,OMF,7.5,37.12
INF397L01AP6,IDNIG1,GR,OMF,7.5,38.93
INF397L01AW2,IDNJG1,GR,OMF,7.5,35.66
INF397L01GG2,IDOFG1,GR,OMF,7.5,17.51
INF397L01GH0,IDOFGP,GR,OMF,7.5,16.21
INF397L01JD3,IDPFDPD,DP,OMF,7.5,15.42
INF397L01JE1,IDPFDPR,DR,OMF,7.5,15.42
INF397L01JC5,IDPFG1,GR,OMF,7.5,18.41
INF397L01JG6,IDPFGP,GR,OMF,7.5,16.90
INF397L01JT9,IDSCDPD,DP,OMF,7.5,20.58
INF397L01JU7,IDSCDPR,DR,OMF,7.5,20.58
INF397L01JS1,IDSCG1,GR,OMF,7.5,22.51
INF397L01JW3,IDSCGP,GR,OMF,7.5,20.58
INF397L01BG3,IDSTG1,GR,OMF,7.5,25.72
INF397L01BH1,IDSTM1D,DP,OMF,7.5,15.43
INF397L01BI9,IDSTM1R,DR,OMF,7.5,15.43
INF397L01ED4,IDTSD1D,DP,OMF,7.5,29.43
INF397L01DZ9,IDTSDP,DP,OMF,7.5,25.51
INF397L01EC6,IDTSG1,GR,OMF,7.5,47.68
INF397L01DY2,IDTSGP,GR,OMF,7.5,42.45
INF397L01AQ4,IDUSD1R,DR,OMF,7.5,1031.19
INF397L01695,IDUSDDR,DR,OMF,7.5,1017.01
INF397L01AV4,IDUSG1,GR,OMF,7.5,2544.53
INF397L01AS0,IDUSM1D,DP,OMF,7.5,1456.22
INF397L01AR2,IDUSM1R,DR,OMF,7.5,1456.22
INF200KA1V92,IDX50631D,DR,OMF,7.5,11.93
INF200KA1V84,IDX50631DP,DP,OMF,7.5,11.93
INF200KA1V76,IDX50631G,GR,OMF,7.5,11.93
INF200KA1W26,IDX50D631D,DR,OMF,7.5,12.06
INF200KA1W00,IDX50D631G,GR,OMF,7.5,12.06
INF200KA1W18,IDX50D631P,DP,OMF,7.5,12.06
INF767K01FI6,IFD1D,DP,OMF,7.5,43.42
INF767K01FK2,IFD1R,DR,OMF,7.5,43.42
INF277KA1406,IFDEC27B,GR,OMF,7.5,10.64
INF277KA1372,IFDEC27D,GR,OMF,7.5,10.69
INF761K01736,IFDG,DP,OMF,7.5,24.69
INF767K01121,IFDPD,DP,OMF,7.5,41.96
INF767K01113,IFDPR,DR,OMF,7.5,41.96
INF767K01FJ4,IFG1G,GR,OMF,7.5,129.52
INF767K01139,IFGPG,GR,OMF,7.5,122.42
INF192K01AA5,IFRD,DR,OMF,7.5,18.21
INF579M01910,IGDDP,DP,OMF,7.5,37.67
INF579M01928,IGDDR,DR,OMF,7.5,37.67
INF579M01902,IGDG,GR,OMF,7.5,38.05
INF194KB1BP3,IGIF2027DG,GR,GMF,10,11.16
INF194KB1BV1,IGIF2028DG,GR,GMF,10,11.20
INF579M01886,IGRDP,DP,OMF,7.5,30.29
INF579M01894,IGRDR,DR,OMF,7.5,30.29
INF579M01878,IGRG,GR,OMF,7.5,34.23
INF205KA1171,IMF20EFRG,DP,OMF,7.5,14.49
INF205K01KR8,IMFAFD1GR,GR,OMF,7.5,29.58
INF205K01RF8,IMFAID1GR,GR,OMF,7.5,2904.32
INF205K01KT4,IMFBDD1GR,GR,OMF,7.5,2074.09
INF205K01KY4,IMFBFD1GR,GR,OMF,7.5,104.96
INF205K01LB0,IMFBLD1GR,GR,OMF,7.5,57.00
INF205K01I83,IMFCBD1GR,GR,OMF,7.5,1766.06
INF205K01LE4,IMFCFD1GR,GR,OMF,7.5,99.16
INF205K01LC8,IMFCFD2DP,DP,OMF,7.5,46.22
INF205K01LD6,IMFCFD2DR,DR,OMF,7.5,46.22
INF205K01RY9,IMFCOD1GR,GR,GMF,10,2727.36
INF205K014Q7,IMFEBD1GR,GR,OMF,7.5,16.92
INF205K010Q5,IMFEBFRGDP,DP,OMF,7.5,15.64
INF205K012Q1,IMFEBFRGDR,DR,OMF,7.5,15.64
INF205K011Q3,IMFEBFRGGP,GR,OMF,7.5,15.64
INF205K01LN5,IMFEFD1GR,GR,OMF,7.5,46.85
INF205K01LL9,IMFEFD2DP,DP,OMF,7.5,20.94
INF205K01LM7,IMFEFD2DR,DR,OMF,7.5,20.94
INF205KA1049,IMFESFDRGP,GR,OMF,7.5,14.40
INF205KA1015,IMFESFRGDP,DP,OMF,7.5,13.36
INF205KA1056,IMFESFRGDR,DR,OMF,7.5,13.36
INF205KA1023,IMFESFRGGP,GR,OMF,7.5,13.36
INF205KA1338,IMFESGDRGP,GR,OMF,7.5,13.47
INF205KA1296,IMFESGRGDP,DP,OMF,7.5,12.93
INF205KA1312,IMFESGRGDR,DR,OMF,7.5,12.93
INF205KA1304,IMFESGRGGP,GR,OMF,7.5,12.93
INF205KA1221,IMFF20EFD,DR,OMF,7.5,15.22
INF205KA1205,IMFF20EFDR,DP,OMF,7.5,15.22
INF205KA1189,IMFF20EFRG,GR,OMF,7.5,16.10
INF205KA1197,IMFF20ERG,DR,OMF,7.5,14.49
INF205KA1213,IMFF2EFDR,GR,OMF,7.5,16.86
INF205KA1494,IMFF9D1GD,GR,OMF,7.5,11.93
INF205K01B49,IMFGED1GR,GR,OMF,7.5,22.22
INF205K01MA0,IMFGFD1GR,GR,OMF,7.5,66.93
INF205K01LY2,IMFGFD2DP,DP,OMF,7.5,33.64
INF205K01LZ9,IMFGFD2DR,DR,OMF,7.5,33.64
INF205K01SN0,IMFGLD1GR,GR,GMF,10,2644.78
INF205K01MD4,IMFISD1GR,GR,OMF,7.5,44.28
INF205K01MB8,IMFISD2DP,DP,OMF,7.5,35.67
INF205K01MC6,IMFISD2DR,DR,OMF,7.5,35.67
INF205K01MF9,IMFLFD1GR,GR,GMF,10,3150.03
INF205K01HN3,IMFLFSDDR,DR,GMF,10,1002.76
INF205K01MV6,IMFMCD1GR,GR,OMF,7.5,118.33
INF205K01MT0,IMFMCD2DP,DP,OMF,7.5,47.85
INF205K01MU8,IMFMCD2DR,DR,OMF,7.5,47.85
INF205KA1429,IMFMDFDRGP,GR,OMF,7.5,1092.55
INF205KA1379,IMFMDFRGGP,GR,OMF,7.5,1072.10
INF205K01MS2,IMFMSD1GR,GR,OMF,7.5,101.36
INF205K01MQ6,IMFMSD2DP,DP,OMF,7.5,91.75
INF205K01MR4,IMFMSD2DR,DR,OMF,7.5,91.75
INF205K01TH0,IMFMTD1GR,GR,OMF,7.5,2487.62
INF397L01083,IMFNIFDD,DP,OMF,7.5,34.16
INF397L01075,IMFNIFDG,DR,OMF,7.5,34.16
INF397L01091,IMFNIFGR,GR,OMF,7.5,35.80
INF397L01166,IMFNJUDD,DP,OMF,7.5,32.88
INF397L01182,IMFNJUDR,DR,OMF,7.5,32.88
INF397L01174,IMFNJUGG,GR,OMF,7.5,32.88
INF205KA1114,IMFONDRDRD,GR,GMF,10,1150.90
INF205KA1163,IMFONFRGDR,GR,GMF,10,1153.33
INF205K01A24,IMFPED1GR,GR,OMF,7.5,16.37
INF205K01NG5,IMFPSD1GR,GR,OMF,7.5,41.60
INF205K01NJ9,IMFRGD1GR,GR,OMF,7.5,17.90
INF205K013T3,IMFSCD1GR,GR,OMF,7.5,27.04
INF205K012T5,IMFSCD2DP,DP,OMF,7.5,27.10
INF205K015T8,IMFSCD2DR,DR,OMF,7.5,27.10
INF205K010T9,IMFSCFRGDP,DP,OMF,7.5,25.11
INF205K014T1,IMFSCFRGDR,DR,OMF,7.5,25.11
INF205K011T7,IMFSCFRGGP,GR,OMF,7.5,25.11
INF205K01UH8,IMFSTD1GR,GR,OMF,7.5,3364.32
INF205K01NT8,IMFTPD1GR,GR,OMF,7.5,100.26
INF205K01NR2,IMFTPD2DP,DP,OMF,7.5,28.10
INF205K01HZ7,IMFUSIDDR,DR,OMF,7.5,1017.95
INF205K01IB6,IMFUSIWDP,DP,OMF,7.5,1151.96
INF205K01IA8,IMFUSIWDR,DR,OMF,7.5,1151.96
INF178L01095,INFRA,GR,OMF,7.5,43.79
INF178L01079,INFRA,DP,OMF,7.5,35.02
INF178L01087,INFRA,DR,OMF,7.5,35.02
INF767K01FF2,ING1G,GR,OMF,7.5,113.68
INF767K01154,INNDD,DP,OMF,7.5,39.54
INF767K01147,INNDR,DR,OMF,7.5,39.54
INF767K01162,INNGG,GR,OMF,7.5,107.19
INF109K01FK7,IP122P,DP,OMF,7.5,27.30
INF109K01CQ1,IP1477,GR,OMF,7.5,25.56
INF109K01CT5,IP1481,DR,OMF,7.5,10.40
INF109K01SK0,IP1481P,DP,OMF,7.5,10.40
INF109K01SO2,IP1482,DR,OMF,7.5,10.86
INF109K01SN4,IP1482P,DP,OMF,7.5,10.86
INF109K01738,IP1524,DR,OMF,7.5,105.74
INF109K01746,IP1525,GR,OMF,7.5,467.79
INF109K01753,IP1526,DR,OMF,7.5,105.47
INF109K01AW3,IP1542,DR,OMF,7.5,100.88
INF109K01AX1,IP1543,GR,OMF,7.5,364.05
INF109K01AY9,IP1544,DR,OMF,7.5,102.07
INF109K01EN4,IP1544P,DP,OMF,7.5,102.07
INF109K01RT3,IP1587,GR,OMF,7.5,28.15
INF109K01PR1,IP1616P,DP,OMF,7.5,38.79
INF109K01GO7,IP1712P,DP,OMF,7.5,11.52
INF109K01GK5,IP1713P,DP,OMF,7.5,19.66
INF109K01GE8,IP1714P,DP,OMF,7.5,11.65
INF109K01UF6,IP1729,DP,OMF,7.5,10.74
INF109K01IW6,IP1732,DP,OMF,7.5,13.13
INF109K01IX4,IP1733,DP,OMF,7.5,11.53
INF109K01YD3,IP1839,DR,OMF,7.5,10.68
INF109K01YE1,IP1839P,DP,OMF,7.5,10.68
INF109K01399,IP21Q,DR,OMF,7.5,12.19
INF109K01WL0,IP23P,DP,OMF,7.5,12.09
INF109K01GL3,IP25PP,DR,OMF,7.5,19.66
INF109K01GP4,IP25PPA,DR,OMF,7.5,11.52
INF109K01GF5,IP25PPQ,DR,OMF,7.5,11.65
INF109K01GN9,IP26PP,GR,OMF,7.5,31.62
INF109K01JQ6,IP54P,DP,GMF,10,16.80
INF109K01795,IPAAP,GR,OMF,7.5,113.58
INF109K01803,IPAAPD,DR,OMF,7.5,95.14
INF109K01DW7,IPAAPDP,DP,OMF,7.5,95.14
INF109K01811,IPACP,GR,OMF,7.5,49.99
INF109K01829,IPACPD,DR,OMF,7.5,41.85
INF109K01EB9,IPACPDP,DP,OMF,7.5,41.85
INF109K01837,IPAMP,GR,OMF,7.5,90.24
INF109K01845,IPAMPD,DR,OMF,7.5,75.23
INF109K01FJ9,IPAMPDP,DP,OMF,7.5,75.23
INF109K01860,IPAVAPD,DR,OMF,7.5,125.06
INF109K01878,IPAVCP,GR,OMF,7.5,38.44
INF109K01886,IPAVCPD,DR,OMF,7.5,35.16
INF109K01BU5,IPBFIN1233,GR,OMF,7.5,97.95
INF109K01BV3,IPBFIN1234,DR,OMF,7.5,32.69
INF109K01AD3,IPDISCODFD,DR,OMF,7.5,31.57
INF109K01AF8,IPDISCODFG,GR,OMF,7.5,303.86
INF109K01761,IPDYNMIC15,GR,OMF,8.5,517.85
INF109K01779,IPDYNMIC16,DR,OMF,7.5,26.44
INF109K01BG4,IPEQDEDWRD,DR,OMF,7.5,17.42
INF109K01BH2,IPEQDEDWRG,GR,OMF,7.5,55.91
INF109K01AL6,IPESTARESD,DR,OMF,7.5,30.26
INF109K01AN2,IPESTARESG,GR,OMF,7.5,180.26
INF109K01415,IPFMCG41,GR,OMF,7.5,442.45
INF109K01423,IPFMCG42,DR,OMF,7.5,96.83
INF109K01BL4,IPFOCU1191,GR,OMF,8.5,75.37
INF109K01BM2,IPFOCU1192,DR,OMF,7.5,26.15
INF109K01431,IPGROWTH11,GR,OMF,7.5,641.73
INF109K01449,IPGROWTH12,DR,OMF,7.5,24.53
INF109K01894,IPIMPD,DR,OMF,7.5,13.82
INF109K01902,IPIMPG,GR,OMF,7.5,61.18
INF109K01BI0,IPINAS1023,GR,OMF,7.5,63.08
INF109K01BJ8,IPINAS1024,DR,OMF,7.5,30.65
INF109K01AT9,IPINFRAIFD,DR,OMF,7.5,21.00
INF109K01AV5,IPINFRAIFG,GR,OMF,7.5,115.31
INF109K01613,IPPOWER121,GR,OMF,7.5,524.86
INF109K01621,IPPOWER122,DR,OMF,7.5,27.30
INF109K01FN1,IPRU02P,DP,OMF,7.5,21.40
INF109K01FA8,IPRU1024P,DP,OMF,7.5,30.65
INF109K01EP9,IPRU1192P,DP,OMF,8.5,26.15
INF109K01DY3,IPRU1234P,DP,OMF,7.5,32.69
INF109K01BO8,IPRU1262,GR,OMF,7.5,34.33
INF109K01BP5,IPRU1263,DR,OMF,7.5,11.33
INF109K01EU9,IPRU1263P,DP,OMF,7.5,11.33
INF109K01EQ7,IPRU12P,DP,OMF,7.5,24.53
INF109K01FM3,IPRU1452P,DP,OMF,7.5,22.14
INF109K01VP3,IPRU1564,DR,GMF,10,100.15
INF109K01VQ1,IPRU1565,GR,GMF,10,336.99
INF109K01VS7,IPRU1567,DR,GMF,10,100.18
INF109K01TY9,IPRU1569,DR,GMF,10,100.13
INF109K01TX1,IPRU1571,GR,GMF,10,328.07
INF109K01TZ6,IPRU1573,DR,GMF,10,100.72
INF109K01IF1,IPRU1615,GR,OMF,7.5,38.79
INF109K01IE4,IPRU1616,DR,OMF,7.5,38.79
INF109K01GU4,IPRU1637,GR,OMF,9.5,27.05
INF109K01GW0,IPRU1638,DR,OMF,7.5,10.91
INF109K01GV2,IPRU1638P,DP,OMF,7.5,10.91
INF109K01ED5,IPRU16P,DP,OMF,7.5,26.44
INF109K01JO1,IPRU1710P,DP,OMF,7.5,105.47
INF109K01TP7,IPRU1746,GR,OMF,7.5,24.09
INF109K01TQ5,IPRU1747,DR,OMF,7.5,10.67
INF109K01TR3,IPRU1747P,DP,OMF,7.5,10.67
INF109K01TS1,IPRU1748,DR,OMF,7.5,10.84
INF109K01TT9,IPRU1748P,DP,OMF,7.5,10.84
INF109K01VT5,IPRU1780,DR,GMF,10,156.62
INF109K01VU3,IPRU1780P,DP,GMF,10,156.62
INF109K01TK8,IPRU1815,GR,OMF,7.5,18.84
INF109K01TL6,IPRU1816,DR,OMF,7.5,18.84
INF109K01TM4,IPRU1816P,DP,OMF,7.5,18.84
INF109K01E35,IPRU1950,GR,OMF,7.5,52.38
INF109K01E50,IPRU1951,DR,OMF,7.5,52.38
INF109K01E43,IPRU1951P,DP,OMF,7.5,52.38
INF109K017W5,IPRU2059,DR,OMF,7.5,18.23
INF109K018W3,IPRU2059P,DP,OMF,7.5,18.23
INF109K013Z7,IPRU2071,DR,OMF,7.5,101.87
INF109K014Z5,IPRU2071P,DP,OMF,7.5,101.87
INF109K015Z2,IPRU2072,DR,OMF,7.5,107.10
INF109K016Z0,IPRU2072P,DP,OMF,7.5,107.10
INF109KA1CB6,IPRU2144,GR,OMF,7.5,22.93
INF109K01EZ8,IPRU21QP,DP,OMF,7.5,12.19
INF109K01365,IPRU22,GR,OMF,7.5,76.59
INF109K01647,IPRU23,DR,OMF,7.5,12.09
INF109KA1TX4,IPRU2373,GR,OMF,7.5,32.58
INF109KA1TZ9,IPRU2374,DR,OMF,7.5,16.12
INF109KA1TY2,IPRU2374P,DP,OMF,7.5,16.12
INF109K01654,IPRU24,GR,OMF,7.5,51.68
INF109KA1N46,IPRU2498,GR,GMF,10,20.95
INF109KA1O03,IPRU2500,DR,GMF,10,10.78
INF109KA1N61,IPRU2500P,DP,GMF,10,10.78
INF109KA14I5,IPRU2556,GR,OMF,7.5,18.91
INF109KA19I4,IPRU2558,DR,OMF,7.5,12.50
INF109KA16I0,IPRU2558P,DP,OMF,7.5,12.50
INF109K01FD2,IPRU25DP,DP,OMF,7.5,10.88
INF109KB1NO5,IPRU2718,DR,OMF,7.5,25.61
INF109KB1NN7,IPRU2718P,DP,OMF,7.5,25.61
INF109KB1QJ8,IPRU2759,DR,OMF,7.5,21.78
INF109KB1QK6,IPRU2759P,DP,OMF,7.5,21.78
INF109KB17W7,IPRU3007,GR,OMF,7.5,21.03
INF109KB19W3,IPRU3008,DR,OMF,7.5,21.03
INF109KC1GE9,IPRU3131,GR,OMF,7.5,21.96
INF109KC1GG4,IPRU3132,DR,OMF,7.5,16.61
INF109KC1D77,IPRU3133,DR,OMF,7.5,16.21
INF109KC1LG4,IPRU3190,GR,OMF,7.5,21.65
INF109KC1LH2,IPRU3191,DR,OMF,7.5,16.54
INF109KC17E3,IPRU3223,GR,GMF,10,1224.99
INF109KC18E1,IPRU3224,DR,GMF,10,1000.01
INF109KC11F3,IPRU3225,DR,GMF,10,1000.18
INF109KC12F1,IPRU3225P,DP,GMF,10,1000.18
INF109KC1RE6,IPRU3251,GR,OMF,7.5,22.47
INF109KC1RF3,IPRU3252B,DR,OMF,7.5,17.66
INF109KC1YA0,IPRU3349,GR,OMF,7.5,17.99
INF109KC1YC6,IPRU3350,DR,OMF,7.5,14.99
INF109KC1D69,IPRU3392,GR,OMF,7.5,21.00
INF109KC1F00,IPRU3396,GR,OMF,7.5,13.17
INF109KC1F67,IPRU3398,GR,OMF,7.5,29.31
INF109KC1F75,IPRU3399,DR,OMF,7.5,24.38
INF109KC1I15,IPRU3409,GR,OMF,7.5,19.46
INF109KC1N75,IPRU3435,GR,OMF,7.5,14.67
INF109KC1N83,IPRU3436,DR,OMF,7.5,13.36
INF109KC1N91,IPRU3436P,DP,OMF,7.5,13.36
INF109KC1O33,IPRU3437,GR,OMF,7.5,15.81
INF109KC1O90,IPRU3439,GR,OMF,7.5,15.43
INF109KC1P08,IPRU3440,DR,OMF,7.5,15.43
INF109KC1P16,IPRU3440P,DP,OMF,7.5,15.43
INF109KC1P57,IPRU3441L,GR,OMF,7.5,13.16
INF109KC1P65,IPRU3442L,DR,OMF,7.5,13.16
INF109KC1P73,IPRU3442PL,DP,OMF,7.5,13.16
INF109KC1Q80,IPRU3443,GR,OMF,7.5,12.82
INF109KC1Q98,IPRU3444,DR,OMF,7.5,12.81
INF109KC1R06,IPRU3444P,DP,OMF,7.5,12.81
INF109KC1S13,IPRU3447,GR,OMF,7.5,10.64
