2.5%GOLDBONDS2028SR-III       ,SGBJUN28  ,GB,N,0005818.03,0005836.00,0005836.00,0005700.00,0005778.28,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2028SR-VIII      ,SGBN28VIII,GB,N,0005831.92,0005895.00,0005895.00,0005766.00,0005849.13,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2029SR-I         ,SGBMAY29I ,GB,N,0005806.04,0005806.04,0005849.94,0005806.04,0005816.03,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2029SR-II        ,SGBJUN29II,GB,N,0005808.36,0005820.00,0005850.00,0005804.00,0005805.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2029SR-III       ,SGBJU29III,GB,N,0005817.42,0005800.00,0005850.00,0005702.00,0005799.50,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2029SR-VI        ,SGBSEP29VI,GB,N,0005840.00,0005840.00,0005840.00,0005799.99,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.5%GOLDBONDS2029SR-VII       ,SGBNV29VII,GB,N,0005803.41,0005820.01,0005834.99,0005772.00,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50% GOLDBONDS2024 TR-VI     ,SGBNOV24  ,GB,N,0005847.27,0005848.00,0005850.00,0005830.00,0005845.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50% GOLDBONDS2025SR-III     ,SGBOCT25  ,GB,N,0005840.00,0005850.00,0005990.00,0005850.00,0005900.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50% GOLDBONDS2025SR-IV      ,SGBOCT25IV,GB,N,0005802.00,0005885.00,0005885.00,0005885.00,0005885.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50% GOLDBONDS2025SR-VI      ,SGBNOV25VI,GB,N,0005754.04,0005897.89,0005897.89,0005800.00,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50% GOLDBONDS2025SR-VII     ,SGBNOV25  ,GB,N,0005803.00,0005873.01,0005873.01,0005873.01,0005873.01,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS 2025TR-VII     ,SGBMAR25  ,GB,N,0005840.00,0005811.00,0005900.00,0005810.00,0005850.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2026SR-II       ,SGBOCT26  ,GB,N,0005800.41,0005850.00,0005850.00,0005812.00,0005812.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2026SR-XIV      ,SGBJAN26  ,GB,N,0005781.01,0005900.00,0005900.00,0005811.00,0005844.42,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-II       ,SGBJUL27  ,GB,N,0005848.99,0005848.99,0005848.99,0005760.21,0005760.21,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-III      ,SGBAUG27  ,GB,N,0005879.48,0005831.12,0005914.89,0005831.12,0005850.05,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-IV       ,SGBSEP27  ,GB,N,0005821.00,0005850.00,0005850.00,0005800.00,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-V        ,SGBJAN27  ,GB,N,0005804.00,0005860.00,0005860.00,0005860.00,0005860.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-V        ,SGBOCT27  ,GB,N,0005801.51,0005818.75,0005818.75,0005791.01,0005796.79,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-VI       ,SGBFEB27  ,GB,N,0005820.00,0005820.00,0005820.00,0005820.00,0005820.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-VI       ,SGBOCT27VI,GB,N,0005773.00,0005840.00,0005840.00,0005786.21,0005786.21,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2027SR-VII      ,SGBDC27VII,GB,N,0005800.00,0005800.00,0005830.00,0005785.00,0005797.12,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-I        ,SGBAPR28I ,GB,N,0005870.00,0005870.00,0005870.00,0005850.10,0005856.16,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-II       ,SGBMAY28  ,GB,N,0005801.06,0005801.06,0005819.99,0005700.00,0005777.91,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-IV       ,SGBJUL28IV,GB,N,0005850.24,0005850.01,0005861.99,0005835.00,0005837.60,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-IX       ,SGBFEB28IX,GB,N,0005821.00,0005825.00,0005825.00,0005800.00,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-V        ,SGBAUG28V ,GB,N,0005891.29,0005885.05,0005915.00,0005878.10,0005905.10,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-VI       ,SGBSEP28VI,GB,N,0005860.03,0005860.00,0005860.03,0005832.00,0005841.21,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-VII      ,SGBOC28VII,GB,N,0005815.00,0005840.01,0005840.01,0005810.00,0005840.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2028SR-X        ,SGBMAR28X ,GB,N,0005850.00,0005810.00,0005810.00,0005800.00,0005800.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-IV       ,SGBJUL29IV,GB,N,0005841.67,0005816.00,0005855.00,0005815.55,0005853.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-IX       ,SGBJAN29IX,GB,N,0005794.71,0005794.71,0005823.98,0005790.00,0005798.56,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-V        ,SGBAUG29V ,GB,N,0005857.95,0005900.00,0005915.00,0005900.00,0005914.95,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-VIII     ,SGBD29VIII,GB,N,0005818.70,0005823.40,0005884.00,0005775.02,0005810.27,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-X        ,SGBJAN29X ,GB,N,0005842.63,0005842.63,0005875.00,0005836.00,0005870.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-XI       ,SGBFEB29XI,GB,N,0005830.00,0005830.00,0005830.00,0005795.00,0005820.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2029SR-XII      ,SGBMR29XII,GB,N,0005820.32,0005800.00,0005844.99,0005800.00,0005807.98,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2030SR-I        ,SGBJUN30  ,GB,N,0006003.90,0006000.00,0006000.01,0005935.00,0005936.48,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2030SR-II       ,SGBAUG30  ,GB,N,0005938.01,0005930.00,0005999.00,0005911.00,0005945.20,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2030SR-III      ,SGBDE30III,GB,N,0005914.31,0005950.00,0005950.00,0005915.00,0005922.40,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2030SR-IX       ,SGBJAN30IX,GB,N,0005849.15,0005801.15,0005864.90,0005801.15,0005831.22,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2030SR-X        ,SGBMAR30X ,GB,N,0005912.08,0005878.00,0005950.00,0005849.99,0005864.41,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2031SR-I        ,SGBJUN31I ,GB,N,0005888.14,0005888.00,0005900.00,0005862.00,0005877.52,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.50%GOLDBONDS2031SR-IV       ,SGBMAR31IV,GB,N,0006018.40,0006000.00,0006000.00,0005950.00,0005977.02,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.75% GOLDBONDS 2023 TR-1     ,SGBNOV23  ,GB,N,0005898.00,0005898.00,0005898.00,0005898.00,0005898.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.75% GOLDBONDS2024TR-IV      ,SGBAUG24  ,GB,N,0005923.97,0005937.00,0005937.00,0005871.00,0005871.55,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.75% GOLDBONDS2024TR-V       ,SGBSEP24  ,GB,N,0005870.00,0005870.00,0005871.00,0005820.00,0005871.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.75%GOLDBONDS2024 TR-II      ,SGBFEB24  ,GB,N,0005894.99,0005890.00,0005890.00,0005890.00,0005890.00,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
2.75%GOLDBONDS2024 TR-III     ,SGBMAR24  ,GB,N,0005805.00,0005855.00,0005856.00,0005825.01,0005825.01,    ,              ,                  ,0000000.00,0000000.00,12-JUL-2023,        
