"Date","Instrument Name","Symbol","Expiry Date","Option Type","Strike Price","Open","High","Low","Close","Previous Close","Volume(Lots)","Volume(In 000's)","Value(Lacs)","Open Interest(Lots)"
"10 Jul 2023","FUTCOM","ALUMINI      ","31JUL2023","-","0.00","195.80","196.40","195.60","196.00","195.70","775","775.000 KGS  ","1519.29","3111"
"10 Jul 2023","FUTCOM","ALUMINI      ","31AUG2023","-","0.00","197.25","197.75","197.10","197.40","197.20","62","62.000 KGS  ","122.42","178"
"10 Jul 2023","FUTCOM","ALUMINI      ","29SEP2023","-","0.00","","","","198.70","198.60","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","FUTCOM","ALUMINI      ","31OCT2023","-","0.00","","","","200.15","200.15","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","FUTCOM","ALUMINI      ","30NOV2023","-","0.00","","","","201.50","201.60","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","FUTCOM","ALUMINIUM    ","31JUL2023","-","0.00","195.70","196.30","195.30","195.80","195.55","940","4700.000 KGS  ","9204.79","4221"
"10 Jul 2023","FUTCOM","ALUMINIUM    ","31AUG2023","-","0.00","197.30","197.50","196.95","197.10","196.85","74","370.000 KGS  ","729.73","334"
"10 Jul 2023","FUTCOM","ALUMINIUM    ","29SEP2023","-","0.00","","","","198.30","198.05","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","FUTCOM","ALUMINIUM    ","31OCT2023","-","0.00","","","","199.65","199.40","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","FUTCOM","ALUMINIUM    ","30NOV2023","-","0.00","","","","200.90","200.65","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","740.00","","","","1.51","1.51","0","0.000 KGS  ","0.00","4"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","740.00","","","","19.43","19.43","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","745.00","","","","0.81","0.81","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","745.00","","","","23.81","23.81","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","750.00","","","","1.00","1.00","0","0.000 KGS  ","0.00","5"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","750.00","","","","28.42","28.42","0","0.000 KGS  ","0.00","1"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","755.00","","","","0.23","0.23","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","755.00","","","","33.19","33.19","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","760.00","","","","0.11","0.11","0","0.000 KGS  ","0.00","2"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","760.00","","","","38.07","38.07","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","765.00","","","","0.05","0.05","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","765.00","","","","42.99","42.99","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","770.00","","","","0.02","0.02","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","770.00","","","","47.95","47.95","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","775.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","775.00","","","","52.93","52.93","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","780.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","780.00","","","","57.91","57.91","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","785.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","785.00","","","","62.89","62.89","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","790.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","790.00","","","","67.88","67.88","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","795.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","795.00","","","","72.87","72.87","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","800.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","800.00","","","","77.86","77.86","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","805.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","805.00","","","","82.84","82.84","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","CE","810.00","","","","0.01","0.01","0","0.000 KGS  ","0.00","0"
"10 Jul 2023","OPTFUT","COPPER       ","20JUL2023","PE","810.00","","","","87.83","87.83","0","0.000 KGS  ","0.00","0"
